nbis-gene-14414	GO:0000785,GO:0005634,GO:0046975,GO:0140955,GO:0042800,GO:0140999,GO:0140949,GO:0140944,GO:0140941,GO:0046872,GO:0042803,GO:0010844,GO:0043565,GO:0000976,GO:1990918,GO:0007292,GO:0007129,GO:0048232,GO:0007127,GO:0006311,GO:0032259,GO:0043066,GO:1905516,GO:0060903,GO:0010845,GO:0045944,GO:0010468,GO:0007283
nbis-gene-14267	GO:0035631,GO:0005938,GO:0005737,GO:0009898,GO:0005829,GO:1990604,GO:0045121,GO:0032991,GO:0097057,GO:0002947,GO:0000151,GO:0012506,GO:0005174,GO:0019899,GO:0042802,GO:0031435,GO:0060090,GO:0019901,GO:0019903,GO:0044877,GO:0030674,GO:0046625,GO:0031996,GO:0043120,GO:0005164,GO:0031625,GO:0004842,GO:0008270,GO:0006915,GO:0071732,GO:0045087,GO:0097400,GO:0048255,GO:0043066,GO:0034351,GO:0038061,GO:0043123,GO:2001238,GO:0032743,GO:0043507,GO:0051092,GO:0002726,GO:1903265,GO:0097300,GO:0051865,GO:0030163,GO:0070534,GO:0065003,GO:0042981,GO:0002637,GO:0046328,GO:0043254,GO:0007165,GO:0023019,GO:0033209
nbis-gene-14265	GO:0045177,GO:0044295,GO:0016323,GO:0005905,GO:0030136,GO:0005856,GO:0030425,GO:0005769,GO:0005768,GO:0009897,GO:0005794,GO:0032593,GO:0062136,GO:0016020,GO:0043025,GO:0005634,GO:0005886,GO:0043235,GO:0016964,GO:0034185,GO:0005509,GO:0038024,GO:0032050,GO:0015026,GO:0002020,GO:0044877,GO:0005102,GO:0097242,GO:0150094,GO:0150093,GO:0035909,GO:0043277,GO:0002265,GO:0003279,GO:0044242,GO:1904646,GO:0021987,GO:0061642,GO:0008203,GO:0060976,GO:0007167,GO:0007041,GO:0043066,GO:0010812,GO:0051481,GO:0010951,GO:0051895,GO:0010629,GO:0043524,GO:0010977,GO:2000587,GO:0060392,GO:0014912,GO:0030512,GO:0030178,GO:0006909,GO:1900223,GO:0045773,GO:0048691,GO:2000343,GO:0010875,GO:1904109,GO:0032376,GO:0048694,GO:0007204,GO:0045807,GO:0070374,GO:0035774,GO:0032370,GO:1905167,GO:0010976,GO:0050766,GO:1903078,GO:0051222,GO:1900149,GO:1904300,GO:1904754,GO:0007205,GO:0031623,GO:0006898,GO:0032956,GO:0032374,GO:1905109,GO:0150104
nbis-gene-14990	GO:0005783,GO:0005789,GO:0009922,GO:0034625,GO:0034626,GO:0019367,GO:0035338,GO:0030148,GO:0006636,GO:0042761
nbis-gene-14216	GO:0045177,GO:0005903,GO:0005929,GO:0005737,GO:0005856,GO:0005829,GO:0005902,GO:0001917,GO:0001750,GO:0005886,GO:0002142,GO:0032420,GO:0032426,GO:0045202,GO:1990435,GO:0030507,GO:0051017,GO:1904970,GO:0050957,GO:0000086,GO:0042491,GO:0042472,GO:0060122,GO:0050885,GO:0030046,GO:0045494,GO:1904106,GO:0065003,GO:0032532,GO:0046549,GO:0050953,GO:0007605
nbis-gene-14741	GO:0005813,GO:0005737,GO:0005829,GO:0005634,GO:0005524,GO:0000978,GO:0051607,GO:0045087,GO:0035556,GO:0032088,GO:0060339,GO:0045345,GO:0045944,GO:0060340,GO:0060335,GO:0009617
nbis-gene-14787	GO:0005813,GO:0005737,GO:0005829,GO:0005634,GO:0005524,GO:0000978,GO:0051607,GO:0045087,GO:0035556,GO:0032088,GO:0060339,GO:0045345,GO:0045944,GO:0060340,GO:0060335,GO:0009617
nbis-gene-15011	GO:0005923,GO:0005737,GO:0005856,GO:0005829,GO:0001650,GO:0005654,GO:0005634,GO:0048471,GO:0005886,GO:0042802,GO:0019901,GO:0031996,GO:0016740,GO:0005164,GO:0031625,GO:0050699,GO:0008270,GO:0006915,GO:0045087,GO:0046330,GO:0045860,GO:0043161,GO:0042981,GO:0043122,GO:0007585,GO:0030323,GO:0007165
nbis-gene-14776	GO:0005813,GO:0005737,GO:0005829,GO:0005634,GO:0005524,GO:0000978,GO:0051607,GO:0045087,GO:0035556,GO:0032088,GO:0060339,GO:0045345,GO:0045944,GO:0060340,GO:0060335,GO:0009617
nbis-gene-14704	GO:0004222,GO:0008270,GO:0006508
nbis-gene-14836	GO:0031467,GO:0019005,GO:0016567,GO:0006511
nbis-gene-14347	GO:0005783,GO:0005788,GO:0005506,GO:0031418,GO:0004656
nbis-gene-15029	GO:0005694,GO:0005634,GO:0003682,GO:0042799,GO:0140944,GO:0140941,GO:0046872,GO:1904047,GO:0006281,GO:0032259,GO:0007517,GO:2001034,GO:0045830,GO:0040014
nbis-gene-14202	GO:0005829,GO:0098978,GO:0098793,GO:0019005,GO:0098685,GO:0001662,GO:0099575,GO:2000300,GO:0031146
nbis-gene-14273_nbis-gene-14266	GO:0030136,GO:0005737,GO:0005829,GO:0070062,GO:0043231,GO:0016020,GO:0005654,GO:0005942,GO:0005886,GO:0005802,GO:0031982,GO:0016303,GO:0046934,GO:0035005,GO:0005524,GO:0030276,GO:0035091,GO:0048268,GO:0006897,GO:0007173,GO:0006887,GO:0008286,GO:0061024,GO:0043491,GO:0006661,GO:0036092,GO:0048015,GO:0016310,GO:0048008,GO:0010508,GO:0090050,GO:0014829
nbis-gene-14101	GO:0031252,GO:0005737,GO:0010494,GO:0030027,GO:1990904,GO:0005681,GO:0003723,GO:0006397,GO:2000623,GO:0000184,GO:1900153,GO:0060213,GO:0031047,GO:0008380
nbis-gene-14120	GO:0046872,GO:0030371,GO:0061630,GO:0004842,GO:0017148,GO:0043161,GO:0016567
nbis-gene-14806	GO:0005813,GO:0005737,GO:0005829,GO:0005634,GO:0005524,GO:0000978,GO:0051607,GO:0045087,GO:0035556,GO:0032088,GO:0060339,GO:0045345,GO:0045944,GO:0060340,GO:0060335,GO:0043549,GO:0009617
nbis-gene-14669	GO:0005743,GO:0031966,GO:0046872,GO:0004222,GO:0002024,GO:0097009,GO:0006006,GO:0140468,GO:0140467,GO:0006629,GO:0034982,GO:0033108,GO:0010637,GO:0043065,GO:0016540,GO:0006515,GO:1903850,GO:0031638
nbis-gene-14391	GO:0035631,GO:0005938,GO:0005829,GO:0031234,GO:0005811,GO:0005634,GO:0048471,GO:0042826,GO:0042802,GO:0043422,GO:0005164,GO:0032813,GO:0031624,GO:0061630,GO:0031625,GO:0004842,GO:0034450,GO:0008270,GO:0019886,GO:0140374,GO:0000045,GO:0045453,GO:0007249,GO:0002753,GO:0006974,GO:0001701,GO:0045087,GO:0070498,GO:0097400,GO:0038173,GO:0031663,GO:0043011,GO:0000122,GO:0001843,GO:0038061,GO:0042475,GO:0001503,GO:0030316,GO:0043123,GO:0032735,GO:0032743,GO:0032755,GO:1904996,GO:0031666,GO:0051092,GO:1901224,GO:0045672,GO:0002726,GO:0042102,GO:0045944,GO:0032481,GO:0070534,GO:0042981,GO:0043122,GO:0002637,GO:0050852,GO:0042088,GO:0034142,GO:0033209
nbis-gene-14098	GO:0016020,GO:1901223,GO:0039532
nbis-gene-14345	GO:0005737,GO:0004719,GO:0036211
nbis-gene-14714	GO:0005736,GO:1990830,GO:0006352
nbis-gene-14902	GO:0003950
nbis-gene-14235	GO:0000775,GO:0005737,GO:0005829,GO:0005634,GO:0000159,GO:0000922,GO:0046872,GO:0017018,GO:0004722,GO:0008637,GO:0000278,GO:0010629,GO:0010804,GO:0043161,GO:0046677,GO:0034976,GO:0042542
nbis-gene-14955	GO:0005737,GO:0045202,GO:0005524,GO:0004709,GO:0046872,GO:0004672,GO:0106310,GO:0016310,GO:0006950,GO:0007165
nbis-gene-14571	GO:0005886,GO:0008021,GO:0043195,GO:0061176,GO:0061177,GO:0006887,GO:0070050,GO:0006457,GO:1900073,GO:0098693,GO:0016079
nbis-gene-14601	GO:0003964
nbis-gene-14676	GO:0005737,GO:0005634,GO:0000943,GO:0004190,GO:0005524,GO:0003677,GO:0003887,GO:0008233,GO:0003723,GO:0004540,GO:0003964,GO:0004523,GO:0008270,GO:0015074,GO:0006310,GO:0006508,GO:0032197
nbis-gene-14432	GO:0062023,GO:0005615,GO:0016020,GO:0008061,GO:0046872
nbis-gene-14205	GO:0005737,GO:0005886,GO:0005085,GO:0007265
nbis-gene-14393	GO:0005829,GO:0005783,GO:0005743,GO:0005739,GO:0005782,GO:0005777,GO:0003997,GO:0004092,GO:0008458,GO:0019254,GO:0033540,GO:0051791,GO:0046459
nbis-gene-14500	GO:0009986,GO:0070062,GO:0005925,GO:0034684,GO:0008305,GO:0045335,GO:0005886,GO:0043235,GO:0005178,GO:0046872,GO:0001618,GO:0016477,GO:0007160,GO:0035987,GO:0090136,GO:0007229,GO:0043149,GO:0007179
nbis-gene-14500	GO:0009986,GO:0070062,GO:0005925,GO:0034684,GO:0008305,GO:0045335,GO:0005886,GO:0043235,GO:0005178,GO:0046872,GO:0001618,GO:0016477,GO:0007160,GO:0035987,GO:0090136,GO:0007229,GO:0043149,GO:0007179
nbis-gene-14738	GO:0031966,GO:0005634,GO:0005777,GO:0050660,GO:0004466,GO:0070991,GO:0017099,GO:0033539
nbis-gene-14767	GO:0017168,GO:0005524,GO:0006749
nbis-gene-14549	GO:0005737,GO:0008270
nbis-gene-14691	GO:0030127,GO:0030134,GO:0070971,GO:0005789,GO:0005198,GO:0090110,GO:0007029,GO:0006886
nbis-gene-14979	GO:0003964
nbis-gene-14658	GO:0005743,GO:0031966,GO:0046872,GO:0004222,GO:0002024,GO:0097009,GO:0006006,GO:0140468,GO:0140467,GO:0006629,GO:0034982,GO:0033108,GO:0010637,GO:0043065,GO:0016540,GO:0006515,GO:1903850,GO:0031638
nbis-gene-14106	GO:0016020,GO:0005178,GO:0016477
nbis-gene-14689	GO:0005743,GO:0031966,GO:0046872,GO:0004222,GO:0002024,GO:0097009,GO:0006006,GO:0140468,GO:0140467,GO:0006629,GO:0034982,GO:0033108,GO:0010637,GO:0043065,GO:0016540,GO:0006515,GO:1903850,GO:0031638
nbis-gene-14387	GO:0016020,GO:0005886,GO:0004180,GO:0016805,GO:0008239,GO:0046872,GO:0004181,GO:0008236,GO:0006508
nbis-gene-14189	GO:0005829,GO:0098978,GO:0098793,GO:0019005,GO:0098685,GO:0001662,GO:0099575,GO:2000300,GO:0031146
nbis-gene-14490	GO:0099053,GO:0005829,GO:0022626,GO:1990391,GO:0016607,GO:0005634,GO:0043138,GO:0005524,GO:0016887,GO:0003676,GO:0008283,GO:0006307,GO:0032508,GO:0072344,GO:0032790,GO:1990116
nbis-gene-14165	GO:0035631,GO:0005813,GO:0009898,GO:0005829,GO:0042802,GO:0031996,GO:0005164,GO:0031625,GO:0008270,GO:0006915,GO:0097400,GO:0048255,GO:0043123,GO:0008284,GO:0051091,GO:0051092,GO:0042981,GO:0043122,GO:0007165,GO:0023019,GO:0033209
nbis-gene-14589	GO:0016020
nbis-gene-14134	GO:0004519,GO:0046872,GO:0003964
nbis-gene-14899	GO:0044423
nbis-gene-15084	GO:0031672,GO:0016324,GO:0016323,GO:0043034,GO:0005856,GO:0005829,GO:0005769,GO:0014704,GO:0005764,GO:0031430,GO:0005739,GO:0043005,GO:0005886,GO:0045211,GO:0055037,GO:0042383,GO:0030315,GO:0030018,GO:0051117,GO:0008093,GO:0019899,GO:0140031,GO:0019901,GO:0030674,GO:0030507,GO:0005200,GO:0044325,GO:0086014,GO:0086066,GO:0003283,GO:0006897,GO:0006874,GO:0086046,GO:0030913,GO:1901021,GO:0051928,GO:2001259,GO:0010628,GO:1901018,GO:0043268,GO:0008104,GO:0034394,GO:0070972,GO:0036309,GO:0033365,GO:0072659,GO:0036371,GO:0050821,GO:0015031,GO:0098910,GO:1901019,GO:0051924,GO:0086004,GO:0055117,GO:0010882,GO:0010881,GO:0002027,GO:0086091,GO:0031647,GO:0051279,GO:0098907,GO:0060307,GO:0051597,GO:0086015,GO:0086070,GO:0070296,GO:0033292,GO:0086005
nbis-gene-14315	GO:0005737,GO:0015038,GO:0045454,GO:0034599
nbis-gene-15071	GO:0031672,GO:0016324,GO:0016323,GO:0043034,GO:0005856,GO:0005829,GO:0005769,GO:0014704,GO:0005764,GO:0031430,GO:0005739,GO:0043005,GO:0005886,GO:0045211,GO:0055037,GO:0042383,GO:0030315,GO:0030018,GO:0051117,GO:0008093,GO:0019899,GO:0140031,GO:0019901,GO:0030674,GO:0030507,GO:0005200,GO:0044325,GO:0086014,GO:0086066,GO:0003283,GO:0006897,GO:0006874,GO:0086046,GO:0030913,GO:1901021,GO:0051928,GO:2001259,GO:0010628,GO:1901018,GO:0043268,GO:0008104,GO:0034394,GO:0070972,GO:0036309,GO:0033365,GO:0072659,GO:0036371,GO:0050821,GO:0015031,GO:0098910,GO:1901019,GO:0051924,GO:0086004,GO:0055117,GO:0010882,GO:0010881,GO:0002027,GO:0086091,GO:0031647,GO:0051279,GO:0098907,GO:0060307,GO:0051597,GO:0086015,GO:0086070,GO:0070296,GO:0033292,GO:0086005
nbis-gene-14764	GO:0017168,GO:0005524,GO:0006749
nbis-gene-14199	GO:0005737,GO:0005829,GO:0005635,GO:0005654,GO:0005634,GO:0042393,GO:0046332,GO:0031267,GO:0045087,GO:0045668,GO:1901331,GO:1900182,GO:0006606
nbis-gene-14674	GO:0030122,GO:0045334,GO:0030669,GO:0009898,GO:0031410,GO:0005829,GO:0030666,GO:0036020,GO:0101003,GO:0005886,GO:0098794,GO:0030667,GO:0035615,GO:0097718,GO:0008289,GO:0019901,GO:0072583,GO:0006886,GO:0098884,GO:0016192
nbis-gene-14213	GO:0035631,GO:0005813,GO:0009898,GO:0005829,GO:0042802,GO:0031996,GO:0005164,GO:0031625,GO:0008270,GO:0006915,GO:0097400,GO:0048255,GO:0043123,GO:0008284,GO:0051092,GO:0042981,GO:0043122,GO:0007165,GO:0023019,GO:0033209
nbis-gene-14641	GO:0016020,GO:0006915,GO:0060271,GO:0007224
nbis-gene-14692	GO:0031966,GO:0005634,GO:0005777,GO:0050660,GO:0004466,GO:0070991,GO:0017099,GO:0033539
nbis-gene-14722	GO:0005737,GO:0019005,GO:0030282,GO:0009953,GO:0000086,GO:0030513,GO:0016567,GO:0031146
nbis-gene-14558	GO:0031466,GO:0005737,GO:0016020,GO:0004719,GO:1990756,GO:0016567
nbis-gene-14229	GO:0097440,GO:0016327,GO:0016323,GO:0005829,GO:0030426,GO:0043025,GO:0005886,GO:0035254,GO:0005085,GO:0030971,GO:0031267,GO:0090630,GO:0031175,GO:0048146,GO:0043547,GO:0046579,GO:0007265,GO:0048168,GO:0035020,GO:0046578,GO:0048167,GO:0034976,GO:0044342
nbis-gene-14097	GO:0005654,GO:0005634,GO:0005736,GO:0005665,GO:0005666,GO:0003677,GO:0003899,GO:0008270,GO:0006360,GO:0006366,GO:0042797
nbis-gene-14805	GO:0005829,GO:0017168,GO:0005524,GO:0042802,GO:0006749
nbis-gene-14627	GO:0005743,GO:0031966,GO:0046872,GO:0004222,GO:0002024,GO:0097009,GO:0006006,GO:0140468,GO:0140467,GO:0006629,GO:0034982,GO:0033108,GO:0010637,GO:0043065,GO:0016540,GO:0006515,GO:1903850,GO:0031638
nbis-gene-14551	GO:0005829,GO:0070062,GO:0004157,GO:0042802,GO:0051219,GO:0008270,GO:0006248,GO:0006249,GO:0046079,GO:0006208,GO:0006210,GO:0046050,GO:0006212
nbis-gene-14337	GO:0004190,GO:0004519,GO:0046872,GO:0003964,GO:0006508
nbis-gene-14545	GO:0005634,GO:0000981,GO:0046872,GO:0000978,GO:0006355
nbis-gene-14375	GO:0005576,GO:0004556,GO:2001070,GO:0005983
nbis-gene-14536	GO:0005829,GO:0005634,GO:0004157,GO:0016812,GO:0046872,GO:0046113,GO:0006208
nbis-gene-15097	GO:0005768,GO:0032456,GO:0015031
nbis-gene-14784	GO:0005813,GO:0005737,GO:0005829,GO:0005634,GO:0005524,GO:0000978,GO:0051607,GO:0045087,GO:0035556,GO:0032088,GO:0060339,GO:0045345,GO:0045944,GO:0060340,GO:0060335,GO:0043549,GO:0009617
nbis-gene-14447	GO:0005829,GO:0005615,GO:0016020,GO:0120234,GO:0032426,GO:0038023,GO:0006955,GO:0007605
nbis-gene-14527	GO:0005634,GO:0005681,GO:0003723,GO:0000398
nbis-gene-14434	GO:0005589,GO:0062023,GO:0005788,GO:0070062,GO:0031012,GO:0005576,GO:0005615,GO:1903561,GO:0042383,GO:0030020,GO:0004867,GO:0007155,GO:0007517,GO:0009749
nbis-gene-14952	GO:0005737,GO:0005524,GO:0004672,GO:0106310,GO:0004674,GO:0016310,GO:0007165
nbis-gene-14350	GO:0005737,GO:0005634,GO:0019005,GO:0007399,GO:0014033,GO:0043161,GO:0000209,GO:0006515,GO:0016567,GO:0008589,GO:0031146
nbis-gene-14563	GO:0005737,GO:0016363,GO:0005654,GO:0005634,GO:0016605,GO:1990234,GO:0003677,GO:0061665,GO:0019789,GO:0003712,GO:0003714,GO:0031625,GO:0008270,GO:0007417,GO:0001942,GO:0060887,GO:0045892,GO:0032088,GO:0120186,GO:0000122,GO:0010804,GO:1905168,GO:1902231,GO:1902174,GO:0033235,GO:0016925,GO:0007259,GO:0006357,GO:0016055
nbis-gene-14244	GO:0005923,GO:0005737,GO:0005856,GO:0005829,GO:0001650,GO:0005654,GO:0005634,GO:0048471,GO:0005886,GO:0042802,GO:0019901,GO:0031996,GO:0016740,GO:0005164,GO:0031625,GO:0050699,GO:0008270,GO:0006915,GO:0045087,GO:0046330,GO:0045860,GO:0043161,GO:0042981,GO:0043122,GO:0007585,GO:0030323,GO:0007165
nbis-gene-14706	GO:0005737,GO:0016607,GO:0010385,GO:0044729,GO:0003723,GO:0043565,GO:0008270,GO:0072013,GO:0000122,GO:0030178,GO:0048793,GO:0006357,GO:0016055
nbis-gene-14112	GO:0005737,GO:0005815,GO:0019005,GO:0016567,GO:0031146
nbis-gene-14552	GO:0005737,GO:0005654,GO:0005634,GO:0005886,GO:0003677,GO:0030968,GO:0140467,GO:0070059,GO:0036499,GO:0043065,GO:0045893,GO:0034976
nbis-gene-14749	GO:0000785,GO:0005737,GO:0030425,GO:0043025,GO:0005634,GO:0003682,GO:0042393,GO:0031491,GO:0006334
nbis-gene-14113	GO:0005737,GO:0005765,GO:0005764,GO:0006915,GO:0006914,GO:0010506
nbis-gene-14113	GO:0005886,GO:0009056,GO:0046854,GO:0072659
nbis-gene-14592	GO:0070062,GO:0031012,GO:0005615
nbis-gene-14223	GO:0005604,GO:0005581,GO:0005576,GO:0030056,GO:0016020,GO:0031581
nbis-gene-14945	GO:0005743,GO:0005763,GO:0005739,GO:0005840,GO:0003735,GO:0032543,GO:0006412
nbis-gene-14550	GO:0005737,GO:0008270
nbis-gene-14915	GO:0005930,GO:0036064
nbis-gene-14272	GO:0005923,GO:0005737,GO:0005856,GO:0005829,GO:0001650,GO:0005654,GO:0005634,GO:0048471,GO:0005886,GO:0042802,GO:0019901,GO:0031996,GO:0016740,GO:0005164,GO:0031625,GO:0050699,GO:0008270,GO:0006915,GO:0045087,GO:0046330,GO:0045860,GO:0043161,GO:0042981,GO:0043122,GO:0007585,GO:0030323,GO:0007165
nbis-gene-14416	GO:0005829,GO:0005730,GO:0000981,GO:0046872,GO:0000977,GO:0006357
nbis-gene-14597	GO:0000785,GO:0005829,GO:0032039,GO:0043231,GO:0005654,GO:0005634,GO:0090694,GO:0032116,GO:0003682,GO:0070087,GO:0061775,GO:0042826,GO:0036033,GO:1990841,GO:0003714,GO:0007420,GO:0071481,GO:0006338,GO:0050890,GO:0048589,GO:0048565,GO:0006974,GO:0042471,GO:0048701,GO:0048557,GO:0035115,GO:0048703,GO:0034087,GO:0071169,GO:0035261,GO:0048592,GO:0060325,GO:0045444,GO:0035136,GO:0061010,GO:0007507,GO:0003007,GO:0034088,GO:0061780,GO:0007064,GO:0000070,GO:0045892,GO:0000122,GO:0003151,GO:0031065,GO:0040018,GO:2001224,GO:0045778,GO:0045944,GO:0008104,GO:0048638,GO:0045995,GO:0042634,GO:0006357,GO:1990414,GO:0007605,GO:0035019,GO:0061038
nbis-gene-14122	GO:0005829,GO:0019901,GO:0031267
nbis-gene-14129	GO:0016020,GO:0019005,GO:0005516,GO:1990756,GO:1900226,GO:0016567,GO:0010506,GO:0050727,GO:0051896,GO:0031146
nbis-gene-14359	GO:0005737,GO:0005634,GO:0046872,GO:0004518
nbis-gene-14263	GO:0005737,GO:0005524,GO:0004715,GO:0004672,GO:0016310,GO:0007165
nbis-gene-14263	GO:0005737,GO:0005524,GO:0004715,GO:0004672,GO:0016310,GO:0007165
nbis-gene-14263	GO:0005737,GO:0005524,GO:0004715,GO:0004672,GO:0016310,GO:0007165
nbis-gene-14263	GO:0005737,GO:0005524,GO:0004715,GO:0004672,GO:0016310,GO:0007165
nbis-gene-14148	GO:0005829,GO:0005743,GO:0005762,GO:0005761,GO:0005739,GO:0003735,GO:0032543
nbis-gene-15040	GO:0000785,GO:0005654,GO:0005634,GO:0046975,GO:0140955,GO:0042800,GO:0140999,GO:0140949,GO:0140944,GO:0140941,GO:0046872,GO:0042803,GO:0010844,GO:0043565,GO:0000976,GO:1990918,GO:0007292,GO:0007129,GO:0048232,GO:0007127,GO:0006311,GO:0032259,GO:0043066,GO:1905516,GO:0060903,GO:0010845,GO:0045944,GO:0010468,GO:0007283
nbis-gene-14800	GO:0005813,GO:0005737,GO:0005829,GO:0005634,GO:0005524,GO:0000978,GO:0051607,GO:0045087,GO:0035556,GO:0032088,GO:0060339,GO:0045345,GO:0045944,GO:0060340,GO:0060335,GO:0043549,GO:0009617
nbis-gene-14214	GO:0035631,GO:0005813,GO:0009898,GO:0005829,GO:0042802,GO:0031996,GO:0005164,GO:0031625,GO:0008270,GO:0006915,GO:0097400,GO:0048255,GO:0043123,GO:0008284,GO:0051092,GO:0042981,GO:0043122,GO:0007165,GO:0023019,GO:0033209
nbis-gene-14162	GO:0005789,GO:0016020,GO:0047408,GO:0016787,GO:0006629
nbis-gene-14230	GO:0005813,GO:0005737,GO:0005829,GO:0005634,GO:0005524,GO:0000978,GO:0051607,GO:0045087,GO:0035556,GO:0032088,GO:0060339,GO:0045345,GO:0045944,GO:0060340,GO:0060335,GO:0043549,GO:0009617
nbis-gene-14154	GO:0015629,GO:0005903,GO:0031526,GO:0032154,GO:0005829,GO:0005925,GO:0005886,GO:0001726,GO:0001725,GO:0051015,GO:0003785,GO:0046872,GO:0051017,GO:0016477,GO:0042632,GO:0008203,GO:0030299,GO:0030835,GO:0031529
nbis-gene-14515	GO:0042575,GO:0004190,GO:0003887,GO:0004519,GO:0003676,GO:0003964,GO:0015074,GO:0006508
nbis-gene-14400	GO:0005783,GO:0005743,GO:0005777,GO:0003997,GO:0004092,GO:0008458,GO:0019254,GO:0033540,GO:0051791,GO:0046459
nbis-gene-14775	GO:0005813,GO:0005737,GO:0005829,GO:0005634,GO:0005524,GO:0000978,GO:0051607,GO:0045087,GO:0035556,GO:0032088,GO:0060339,GO:0045345,GO:0045944,GO:0060340,GO:0060335,GO:0043549,GO:0009617
nbis-gene-14629	GO:0003676,GO:0015074
nbis-gene-14857	GO:0031467,GO:0019005,GO:0016567,GO:0006511
nbis-gene-14700	GO:0005743,GO:0031966,GO:0046872,GO:0004222,GO:0002024,GO:0097009,GO:0006006,GO:0140468,GO:0140467,GO:0006629,GO:0034982,GO:0033108,GO:0010637,GO:0043065,GO:0016540,GO:0006515,GO:1903850,GO:0031638
nbis-gene-14362	GO:0016020,GO:0005886,GO:0004180,GO:0016805,GO:0008239,GO:0046872,GO:0004181,GO:0008236,GO:0006508
nbis-gene-14430	GO:0042575,GO:0004190,GO:0003887,GO:0004519,GO:0003676,GO:0003964,GO:0015074,GO:0006508
nbis-gene-14095	GO:0005737,GO:0098978,GO:0098793,GO:0019005,GO:0098685,GO:0045202,GO:0001662,GO:0099575,GO:2000300,GO:0031146
nbis-gene-14076	GO:0016020,GO:0005886,GO:0043235,GO:0004963,GO:0004930,GO:0071372,GO:0042699,GO:0007186,GO:0070374,GO:0051897,GO:0010738
nbis-gene-14540	GO:0016020,GO:0019005,GO:0005516,GO:1990756,GO:1900226,GO:0016567,GO:0010506,GO:0050727,GO:0051896,GO:0031146
nbis-gene-14222	GO:0097362,GO:0005634,GO:0005524,GO:0016887,GO:0003677,GO:0004386,GO:0006974,GO:0032508,GO:0006260,GO:0000724
nbis-gene-14212_nbis-gene-14215	GO:0031084,GO:0005737,GO:0005829,GO:0005769,GO:0007596,GO:0048066,GO:0046907,GO:1903232,GO:0006996,GO:0043473,GO:0060155
nbis-gene-14173	GO:0035631,GO:0005938,GO:0005737,GO:0009898,GO:0005829,GO:1990604,GO:0045121,GO:0032991,GO:0097057,GO:0002947,GO:0000151,GO:0012506,GO:0005174,GO:0019899,GO:0042802,GO:0031435,GO:0060090,GO:0019901,GO:0019903,GO:0044877,GO:0030674,GO:0046625,GO:0031996,GO:0043120,GO:0005164,GO:0031625,GO:0004842,GO:0008270,GO:0006915,GO:0071732,GO:0045087,GO:0097400,GO:0048255,GO:0043066,GO:0034351,GO:0038061,GO:0043123,GO:2001238,GO:0032743,GO:0043507,GO:0051092,GO:0002726,GO:1903265,GO:0097300,GO:0051865,GO:0030163,GO:0070534,GO:0065003,GO:0042981,GO:0002637,GO:0046328,GO:0043254,GO:0007165,GO:0023019,GO:0033209
nbis-gene-14105	GO:0005524,GO:0106310,GO:0004674,GO:0016310
nbis-gene-14909	GO:0005509,GO:0000287,GO:0055074
nbis-gene-14292	GO:0005737,GO:0005634,GO:0000943,GO:0004190,GO:0005524,GO:0003677,GO:0003887,GO:0008233,GO:0003723,GO:0004540,GO:0003964,GO:0004523,GO:0008270,GO:0015074,GO:0006310,GO:0006508,GO:0032197
nbis-gene-14834	GO:0005634,GO:0000981,GO:0000978,GO:0045944,GO:0006357
nbis-gene-14834	GO:0005634,GO:0000981,GO:0000978,GO:0045944,GO:0006357
nbis-gene-15100	GO:0031672,GO:0016324,GO:0016323,GO:0043034,GO:0005856,GO:0005829,GO:0005769,GO:0014704,GO:0005764,GO:0031430,GO:0005739,GO:0043005,GO:0005886,GO:0045211,GO:0055037,GO:0042383,GO:0030315,GO:0030018,GO:0051117,GO:0008093,GO:0019899,GO:0140031,GO:0019901,GO:0030674,GO:0030507,GO:0005200,GO:0044325,GO:0086014,GO:0086066,GO:0003283,GO:0006897,GO:0006874,GO:0086046,GO:0030913,GO:1901021,GO:0051928,GO:2001259,GO:0010628,GO:1901018,GO:0043268,GO:0008104,GO:0034394,GO:0070972,GO:0036309,GO:0033365,GO:0072659,GO:0036371,GO:0050821,GO:0015031,GO:0098910,GO:1901019,GO:0051924,GO:0086004,GO:0055117,GO:0010882,GO:0010881,GO:0002027,GO:0086091,GO:0031647,GO:0051279,GO:0098907,GO:0060307,GO:0051597,GO:0086015,GO:0086070,GO:0070296,GO:0033292,GO:0086005
nbis-gene-14727	GO:0005737,GO:0005759,GO:0005739,GO:0003995,GO:0050660,GO:0006635,GO:0033539
nbis-gene-15010	GO:0016020,GO:0019005,GO:0005516,GO:1990756,GO:1900226,GO:0016567,GO:0010506,GO:0050727,GO:0051896,GO:0031146
nbis-gene-14238	GO:0005923,GO:0005737,GO:0005856,GO:0005829,GO:0001650,GO:0005654,GO:0005634,GO:0048471,GO:0005886,GO:0042802,GO:0019901,GO:0031996,GO:0016740,GO:0005164,GO:0031625,GO:0050699,GO:0008270,GO:0006915,GO:0045087,GO:0046330,GO:0045860,GO:0043161,GO:0042981,GO:0043122,GO:0007585,GO:0030323,GO:0007165
nbis-gene-14072	GO:0034451,GO:0005886,GO:0038106,GO:0035472,GO:0008528,GO:0004964,GO:0007189,GO:0071373,GO:0050890,GO:0046544,GO:0009755,GO:0042700,GO:0008584,GO:0001541,GO:0022602,GO:0007200,GO:0032962,GO:0090030,GO:0072520,GO:0007283,GO:0060065
